Name,Type,Description,Visible,Title,Date,Journal,Lens_ID,Citations,Importance,Link
"145-0,0256",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/061-478-478-429-531/main"">
TeV scale leptogenesis, inflaton dark matter, and neutrino mass in a scotogenic model</a><br>
Debasish Borah, P. S. Bhupal Dev, Abhass Kumar <br><br>
We consider the scotogenic model, where the standard model (SM) is extended by a scalar doublet and three $Z_2$ odd SM-singlet fermions ($N_i$, $i=1,2,3$), all odd under an additional $Z_2$ symmetry, as a unifying framework for simultaneous explanation of inflation, dark matter, baryogenesis and neutrino mass. The inert doublet is coupled nonminimally to gravity and forms the inflaton. The lightes...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.99.055012"">10.1103/physrevd.99.055012</a> [<a href=""http://arxiv.org/pdf/1810.03645.pdf"">PDF</a>]</div>",,"TeV scale leptogenesis, inflaton dark matter, and neutrino mass in a scotogenic model",2018-11-16,Physical Review D,061-478-478-429-531,21,0.0256,
"146-0,0256",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/131-279-629-780-798/main"">
Self-interacting sterile neutrino dark matter: The heavy-mediator case</a><br>
Lucas Johns, George M. Fuller <br><br>
For active-sterile mixing to be responsible for the full relic abundance of dark matter additional new physics is needed beyond the keV-scale sterile neutrino itself. The extra ingredient we consider here is the presence of self-interactions among the sterile neutrinos. We examine whether active-to-sterile conversion is amplified enough in this scenario that the observed abundance of dark matter c...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.100.023533"">10.1103/physrevd.100.023533</a> [<a href=""https://arxiv.org/abs/1903.08296"">PDF</a>]</div>",,Self-interacting sterile neutrino dark matter: The heavy-mediator case,2019-04-15,Physical Review D,131-279-629-780-798,6,0.0256,
"147-0,0255",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/144-196-164-000-832/main"">
Prospects for discovering a neutrino line induced by dark matter annihilation</a><br>
Chaimae El Aisati, Camilo Garcia-Cely, Thomas Hambye, <i>et al.</i> <br><br>
DOI: <a href=""http://dx.doi.org/10.1088/1475-7516/2017/10/021"">10.1088/1475-7516/2017/10/021</a> ",,Prospects for discovering a neutrino line induced by dark matter annihilation,2018-05-13,Journal of Cosmology and Astroparticle Physics,144-196-164-000-832,9,0.0255,
"148-0,0254",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/075-878-096-902-304/main"">
Right-handed neutrino dark matter in the classically conformal U(1)′ extended standard model</a><br>
Satsuki Oda, Nobuchika Okada, Dai-suke Takahashi <br><br>
We consider the dark matter (DM) scenario in the context of the classically conformal U(1)' extended standard model (SM), with three right-handed neutrinos (RHNs) and the U(1)' Higgs field. The model is free from all the U(1)' gauge and gravitational anomalies in the presence of the three RHNs. We introduce a $Z_2$-parity in the model, under which an odd-parity is assigned to one RHN, while all th...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.96.095032"">10.1103/physrevd.96.095032</a> [<a href=""https://export.arxiv.org/pdf/1704.05023"">PDF</a>]</div>",,Right-handed neutrino dark matter in the classically conformal U(1)′ extended standard model,2018-05-13,Physical Review D,075-878-096-902-304,18,0.0254,
"149-0,0251",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/013-334-983-877-999/main"">
PeV scale right-handed neutrino dark matter in anS4flavor-symmetric extra U(1) model</a><br>
Yasuhiro Daikoku, Hiroshi Okada <br><br>
Recent observation of high energy neutrino in IceCube experiment suggests existence of superheavy dark matter beyond PeV. We identify the parent particles of neutrino as two degenerated right handed neutrinos, assuming the dark matter is the heaviest right handed neutrino. The O(Vcb) � O(10 2 ) flavor symmetry breaking accounts for the O(10 4 ) mass degeneracy of right handed neutrinos which is a ...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.91.075009"">10.1103/physrevd.91.075009</a> [<a href=""https://arxiv.org/abs/1502.07032"">PDF</a>]</div>",,PeV scale right-handed neutrino dark matter in anS4flavor-symmetric extra U(1) model,2018-05-12,Physical Review D,013-334-983-877-999,11,0.0251,
"150-0,0239",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/131-903-218-893-284/main"">
Neutrino decoupling beyond the Standard Model: CMB constraints on the Dark Matter mass with a fast and precise Neff evaluation</a><br>
Miguel Escudero <br><br>
DOI: <a href=""http://dx.doi.org/10.1088/1475-7516/2019/02/007"">10.1088/1475-7516/2019/02/007</a> ",,Neutrino decoupling beyond the Standard Model: CMB constraints on the Dark Matter mass with a fast and precise Neff evaluation,2019-02-09,Journal of Cosmology and Astroparticle Physics,131-903-218-893-284,14,0.0239,
"151-0,0236",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/081-734-502-656-001/main"">
Standard model neutrinos as warm dark matter</a><br>
Gian F. Giudice, Edward W. Kolb, Antonio Riotto, <i>et al.</i> <br><br>
Standard model neutrinos are not usually considered plausible dark matter candidates because the usual treatment of their decoupling in the early universe implies that their mass must be sufficiently small to make them 'hot' dark matter. In this paper we show that decoupling of standard model neutrinos in low reheat models may result in neutrino densities very much less than usually assumed, and t...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.64.043512"">10.1103/physrevd.64.043512</a> [<a href=""https://arxiv.org/abs/hep-ph/0012317"">PDF</a>]</div>",,Standard model neutrinos as warm dark matter,2018-05-12,Physical Review D,081-734-502-656-001,47,0.0236,
"152-0,0224",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/060-652-278-464-708/main"">
keV sterile neutrino dark matter from singlet scalar decays: basic concepts and subtle features</a><br>
Alexander Merle, Maximilian Totzauer <br><br>
DOI: <a href=""http://dx.doi.org/10.1088/1475-7516/2015/06/011"">10.1088/1475-7516/2015/06/011</a> ",,keV sterile neutrino dark matter from singlet scalar decays: basic concepts and subtle features,2018-05-12,Journal of Cosmology and Astroparticle Physics,060-652-278-464-708,61,0.0224,
"153-0,0223",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/056-113-309-955-810/main"">
Dirac neutrinos and dark matter stability from lepton quarticity</a><br>
Salvador Centelles Chuliá, Ernest Ma, Rahul Srivastava, <i>et al.</i> <br><br>
Abstract We propose to relate dark matter stability to the possible Dirac nature of neutrinos. The idea is illustrated in a simple scheme where small Dirac neutrino masses arise from a type-I seesaw mechanism as a result of a Z 4 discrete lepton number symmetry. The latter implies the existence of a viable WIMP dark matter candidate, whose stability arises from the same symmetry which ensures the ...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1016/j.physletb.2017.01.070"">10.1016/j.physletb.2017.01.070</a> [<a href=""http://www.arxiv-vanity.com/papers/1606.04543/"">PDF</a>]</div>",,Dirac neutrinos and dark matter stability from lepton quarticity,2018-05-12,Physics Letters B,056-113-309-955-810,53,0.0223,
"154-0,0215",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/012-577-868-165-494/main"">
Boosted Dark Matter at the Deep Underground Neutrino Experiment</a><br>
Haider Alhazmi, Kyoungchul Kong, Gopolang Mohlabeng, <i>et al.</i> <br><br>
We investigate the detection prospects of a non-standard dark sector in the context of boosted dark matter. We consider a scenario where two stable particles have a large mass difference and the heavier particle accounts for most of dark matter in our current universe. The heavier candidate is assumed to have no interaction with the standard model particles at tree-level, hence evading existing co...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1007/jhep04(2017)158"">10.1007/jhep04(2017)158</a> [<a href=""https://arxiv.org/abs/1611.09866"">PDF</a>]</div>",,Boosted Dark Matter at the Deep Underground Neutrino Experiment,2018-05-12,Journal of High Energy Physics,012-577-868-165-494,22,0.0215,
"155-0,0213",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/010-432-706-078-347/main"">
Leptogenesis, radiative neutrino masses and inert Higgs triplet dark matter</a><br>
Wen-Bin Lu, Pei-Hong Gu <br><br>
DOI: <a href=""http://dx.doi.org/10.1088/1475-7516/2016/05/040"">10.1088/1475-7516/2016/05/040</a> ",,"Leptogenesis, radiative neutrino masses and inert Higgs triplet dark matter",2018-05-12,Journal of Cosmology and Astroparticle Physics,010-432-706-078-347,14,0.0213,
"156-0,0205",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/008-372-537-170-199/main"">
Signatures of Dark Radiation in Neutrino and Dark Matter Detectors</a><br>
Yanou Cui, Maxim Pospelov, Josef Pradler <br><br>
We consider the generic possibility that the Universe's energy budget includes some form of relativistic or semi-relativistic dark radiation (DR) with non-gravitational interactions with Standard Model (SM) particles. Such dark radiation may consist of SM singlets or a non-thermal, energetic component of neutrinos. If such DR is created at a relatively recent epoch, it can carry sufficient energy ...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.97.103004"">10.1103/physrevd.97.103004</a> [<a href=""https://cds.cern.ch/record/2298746/files/arXiv:1711.04531.pdf"">PDF</a>]</div>",,Signatures of Dark Radiation in Neutrino and Dark Matter Detectors,2018-05-13,Physical Review D,008-372-537-170-199,20,0.0205,
"157-0,0204",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/059-403-012-530-007/main"">
Systematic classification of two loop d = 4 Dirac neutrino mass models and the Diracness-dark matter stability connection</a><br>
Salvador Centelles Chuliá, Ricardo Cepedello, Eduardo Peinado, <i>et al.</i> <br><br>
We provide a complete systematic classification of all two loop realizations of the dimension four operator for Dirac neutrino masses. Our classification is multi-layered, starting first with a classification in terms of all possible distinct two loop topologies. Then we discuss the possible diagrams for each topology. Model-diagrams originating from each diagram are then considered. The criterion...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1007/jhep10(2019)093"">10.1007/jhep10(2019)093</a> [<a href=""https://www.arxiv-vanity.com/papers/1907.08630/"">PDF</a>]</div>",,Systematic classification of two loop d = 4 Dirac neutrino mass models and the Diracness-dark matter stability connection,2019-10-19,Journal of High Energy Physics,059-403-012-530-007,5,0.0204,
"158-0,02",New,"<div><a href=""https://www.lens.org/lens/scholar/article/044-590-522-396-399/main"">
MUonE sensitivity to new physics explanations of the muon anomalous magnetic moment</a><br>
P. S. Bhupal Dev, Werner Rodejohann, Xun-Jie Xu, <i>et al.</i> <br><br>
The MUonE experiment aims at a precision measurement of the hadronic vacuum polarization contribution to the muon $g-2$, via elastic muon-electron scattering. Since the current muon $g-2$ anomaly hints at the potential existence of new physics (NP) related to the muon, the question then arises as to whether the measurement of hadronic vacuum polarization in MUonE could be affected by the same NP a...
<br><br>
[<a href=""http://arxiv.org/pdf/2002.04822.pdf"">PDF</a>]</div>",,MUonE sensitivity to new physics explanations of the muon anomalous magnetic moment,2020-03-07,arXiv: High Energy Physics - Phenomenology,044-590-522-396-399,1,0.02,
"159-0,02",New,"<div><a href=""https://www.lens.org/lens/scholar/article/021-957-182-770-770/main"">
Exploring Dark Matter, Neutrino mass and flavour anomalies in L  μ  – L  τ  model</a><br>
Rukmani Mohanta, Shivaramakrishna Singirala, Suchismita Sahoo <br><br>
DOI: <a href=""http://dx.doi.org/10.1088/1742-6596/1468/1/012030"">10.1088/1742-6596/1468/1/012030</a> ",,"Exploring Dark Matter, Neutrino mass and flavour anomalies in L  μ  – L  τ  model",2020-03-23,Journal of Physics: Conference Series,021-957-182-770-770,0,0.02,
"160-0,02",New,"<div><a href=""https://www.lens.org/lens/scholar/article/142-150-263-702-876/main"">
Co-SIMP Miracle</a><br>
Juri Smirnov, John F. Beacom <br><br>
We present a new mechanism for thermally produced dark matter, based on a semi-annihilation-like process, $\chi+ \chi +\text{SM} \rightarrow \chi + \text{SM}$, with intriguing consequences for the properties of dark matter. First, its mass is low, $\lesssim 1$ GeV (but $\gtrsim 5$ keV to avoid structure-formation constraints). Second, it is strongly interacting, leading to kinetic equilibrium betw...
<br><br>
[<a href=""http://arxiv.org/pdf/2002.04038.pdf"">PDF</a>]</div>",,Co-SIMP Miracle,2020-03-07,arXiv: High Energy Physics - Phenomenology,142-150-263-702-876,0,0.02,
"161-0,02",New,"<div><a href=""https://www.lens.org/lens/scholar/article/176-256-638-585-047/main"">
Search for boosted dark matter with high-Z material in underground experiments</a><br>
Xin Chen, Litao Yang <br><br>
We propose to search for a boosted dark matter (DM) particle from astrophysical sources using an emulsion detector in deep underground facilities. We further propose using high-$Z$ material such as the lead for a larger DM-nucleus coherent scattering cross section above a threshold. The boosted DM will scatter into an excited DM. While the nuclear recoil energy is not detected, the decay products ...
<br><br>
[<a href=""https://arxiv.org/abs/2002.04995"">PDF</a>]</div>",,Search for boosted dark matter with high-Z material in underground experiments,2020-03-07,arXiv: High Energy Physics - Phenomenology,176-256-638-585-047,0,0.02,
"162-0,02",New,"<div><a href=""https://www.lens.org/lens/scholar/article/063-971-782-802-101/main"">
Sterile Neutrinos in Astrophysical Neutrino Flavor</a><br>
Carlos A. Argüelles, Kareem Farrag, Teppei Katori, <i>et al.</i> <br><br>
",,Sterile Neutrinos in Astrophysical Neutrino Flavor,2020-03-07,Journal of Cosmology and Astroparticle Physics,063-971-782-802-101,0,0.02,
"163-0,02",New,"<div><a href=""https://www.lens.org/lens/scholar/article/052-015-337-476-919/main"">
Dark matter-electron scattering from aromatic organic targets</a><br>
Carlos Blanco, Benjamin Lillard, J.I. Collar, <i>et al.</i> <br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.101.056001"">10.1103/physrevd.101.056001</a> ",,Dark matter-electron scattering from aromatic organic targets,2020-03-05,Physical Review D,052-015-337-476-919,0,0.02,
"164-0,0196",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/003-475-953-864-368/main"">
arXiv : Boosted Dark Matter Quarrying at Surface Neutrino Detectors</a><br>
Doojin Kim, Kyoungchul Kong, Seodong Shin, <i>et al.</i> <br><br>
We propose the idea of ""Earth Shielding"" to reject cosmic-ray backgrounds, in the search for boosted dark matter at surface neutrino detectors, resulting in the enhancement of the signal-to-background ratio. The identification of cosmic-originating rare signals, especially lacking features, at surface detectors is often considered hopeless due to a vast amount of cosmic-ray-induced background, hen...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1007/jhep08(2018)155"">10.1007/jhep08(2018)155</a> ",,arXiv : Boosted Dark Matter Quarrying at Surface Neutrino Detectors,2018-05-26,Journal of High Energy Physics,003-475-953-864-368,42,0.0196,
"165-0,0191",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/074-492-134-055-997/main"">
Resonantly produced 7 kev sterile neutrino dark matter models and the properties of milky way satellites</a><br>
Kevork N. Abazajian <br><br>
Author(s): Abazajian, Kevork N | Abstract: Sterile neutrinos produced through a resonant Shi-Fuller mechanism are arguably the simplest model for a dark matter interpretation of the origin of the recent unidentified x-ray line seen toward a number of objects harboring dark matter. Here, I calculate the exact parameters required in this mechanism to produce the signal. The suppression of small-scal...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevlett.112.161303"">10.1103/physrevlett.112.161303</a> [<a href=""https://arxiv.org/abs/1403.0954"">PDF</a>]</div>",,Resonantly produced 7 kev sterile neutrino dark matter models and the properties of milky way satellites,2018-05-12,Physical Review Letters,074-492-134-055-997,155,0.0191,
"166-0,0191",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/069-891-599-052-03X/main"">
Closing in on resonantly produced sterile neutrino dark matter</a><br>
John F. Cherry, Shunsaku Horiuchi <br><br>
We perform an exhaustive scan of the allowed resonant production regime for
sterile neutrino dark matter in order to improve constraints for dark matter
structures which arise from the non-thermal sterile neutrino energy spectra.
Small-scale structure constraints are particularly sensitive to large lepton
asymmetries/small mixing angles which result in relatively warmer sterile
neutrino momentum d...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.95.083015"">10.1103/physrevd.95.083015</a> ",,Closing in on resonantly produced sterile neutrino dark matter,2018-05-12,Physical Review D,069-891-599-052-03X,24,0.0191,
"167-0,0188",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/093-758-396-768-705/main"">
Detecting Boosted Dark Matter from the Sun with Large Volume Neutrino Detectors</a><br>
Joshua Berger, Yanou Cui, Yue Zhao <br><br>
We study novel scenarios where thermal dark matter (DM) can be efficiently captured in the Sun and annihilate into boosted dark matter. In models with semi-annihilating DM, where DM has a non-minimal stabilization symmetry, or in models with a multi-component DM sector, annihilations of DM can give rise to stable dark sector particles with moderate Lorentz boosts. We investigate both of these poss...
<br><br>
[<a href=""https://arxiv.org/abs/1410.2246"">PDF</a>]</div>",,Detecting Boosted Dark Matter from the Sun with Large Volume Neutrino Detectors,2018-05-15,Journal of Cosmology and Astroparticle Physics,093-758-396-768-705,39,0.0188,
"168-0,0184",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/033-718-463-255-668/main"">
One-loop Dirac neutrino mass and mixed axion-WIMP dark matter</a><br>
C. D. R. Carvajal, Oscar Zapata <br><br>
We consider the Peccei-Quinn (PQ) mechanism as the one behind the Dirac neutrino masses when these are generated through the $d=5$ effective operator $\bar{L}\tilde{H}N_R\phi$ at one loop level, with $\phi$ being a Standard Model singlet scalar. In this setup, the PQ symmetry guarantees that the one-loop realization of such an effective operator gives the leading contribution to the Dirac neutrino...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.99.075009"">10.1103/physrevd.99.075009</a> [<a href=""http://arxiv.org/pdf/1812.06364.pdf"">PDF</a>]</div>",,One-loop Dirac neutrino mass and mixed axion-WIMP dark matter,2019-01-15,Physical Review D,033-718-463-255-668,6,0.0184,
"169-0,0179",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/106-998-100-736-468/main"">
The role of residual symmetries in dark matter stability and the neutrino nature</a><br>
Cesar Bonilla, Eduardo Peinado, Rahul Srivastava <br><br>
We consider the class of models where Dirac neutrino masses at one loop and the dark matter stability can be obtained using only the global $U(1)_{B-L}$ symmetry already present in Standard Model. We discuss how the residual $\mathcal{Z}_n$ subgroup, left unbroken after the breaking of $U(1)_{B-L}$, dictates the neutrino nature, namely if they are Dirac or Majorana particles, as well as determines...
<br><br>
DOI: <a href=""http://dx.doi.org/10.31526/lhep.1.2019"">10.31526/lhep.1.2019</a> [<a href=""http://export.arxiv.org/pdf/1903.01477"">PDF</a>]</div>",,The role of residual symmetries in dark matter stability and the neutrino nature,2019-03-30,arXiv: High Energy Physics - Phenomenology,106-998-100-736-468,6,0.0179,
"170-0,0168",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/120-079-807-103-170/main"">
keV sterile neutrino dark matter from singlet scalar decays: the most general case</a><br>
Johannes König, Alexander Merle, Maximilian Totzauer <br><br>
DOI: <a href=""http://dx.doi.org/10.1088/1475-7516/2016/11/038"">10.1088/1475-7516/2016/11/038</a> ",,keV sterile neutrino dark matter from singlet scalar decays: the most general case,2018-05-12,Journal of Cosmology and Astroparticle Physics,120-079-807-103-170,34,0.0168,
"171-0,0164",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/106-772-205-695-832/main"">
High-energy neutrinos from multibody decaying dark matter</a><br>
Nagisa Hiroshima, Ryuichiro Kitano, Kazunori Kohri, <i>et al.</i> <br><br>
Since the report of the PeV--TeV neutrinos by the IceCube Collaboration, various particle physics models have been proposed to explain the neutrino spectrum by dark matter particles decaying into neutrinos and other standard model particles. In such scenarios, simultaneous $\ensuremath{\gamma}$-ray emission is commonly expected. Therefore, multimessenger connections are generally important for the...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.97.023006"">10.1103/physrevd.97.023006</a> [<a href=""https://arxiv.org/abs/1705.04419"">PDF</a>]</div>",,High-energy neutrinos from multibody decaying dark matter,2018-05-13,Physical Review D,106-772-205-695-832,17,0.0164,
"172-0,0163",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/013-352-641-850-154/main"">
Thermalizing Sterile Neutrino Dark Matter</a><br>
Rasmus S.L. Hansen, Stefan Vogl <br><br>
Sterile neutrinos produced through oscillations are a well motivated dark matter candidate, but recent constraints from observations have ruled out most of the parameter space. We analyze the impact of new interactions on the evolution of keV sterile neutrino dark matter in the early Universe. Based on general considerations we find a mechanism which thermalizes the sterile neutrinos after an init...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevlett.119.251305"">10.1103/physrevlett.119.251305</a> [<a href=""http://arxiv.org/pdf/1706.02707.pdf"">PDF</a>]</div>",,Thermalizing Sterile Neutrino Dark Matter,2018-05-13,Physical Review Letters,013-352-641-850-154,11,0.0163,
"173-0,0161",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/032-630-658-190-881/main"">
7.1 keV sterile neutrino dark matter constraints from a deep Chandra X-ray observation of the Galactic bulge Limiting Window</a><br>
F. Hofmann, C. Wegg <br><br>
Recently an unidentified emission line at 3.55 keV has been detected in X-ray spectra of clusters of galaxies. The line has been discussed as a possible decay signature of 7.1 keV sterile neutrinos, which have been proposed as a dark matter (DM) candidate. We aim to further constrain the line strength and its implied mixing angle under the assumption that all DM is made of sterile neutrinos. The X...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1051/0004-6361/201935561"">10.1051/0004-6361/201935561</a> [<a href=""https://arxiv.org/pdf/1905.00916v1"">PDF</a>]</div>",,7.1 keV sterile neutrino dark matter constraints from a deep Chandra X-ray observation of the Galactic bulge Limiting Window,2019-05-06,Astronomy and Astrophysics,032-630-658-190-881,3,0.0161,
"174-0,0157",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/019-124-133-292-858/main"">
NuSTAR Tests of Sterile-Neutrino Dark Matter: New Galactic Bulge Observations and Combined Impact</a><br>
Brandon M. Roach, Kenny C. Y. Ng, K. Perez, <i>et al.</i> <br><br>
We analyze two dedicated NuSTAR observations with exposure ${\sim}190$ ks located ${\sim}10^\circ$ from the Galactic plane, one above and the other below, to search for x-ray lines from the radiative decay of sterile-neutrino dark matter. These fields were chosen to minimize astrophysical x-ray backgrounds while remaining near the densest region of the dark matter halo. We find no evidence of anom...
<br><br>
[<a href=""https://arxiv.org/abs/1908.09037"">PDF</a>]</div>",,NuSTAR Tests of Sterile-Neutrino Dark Matter: New Galactic Bulge Observations and Combined Impact,2019-09-09,arXiv: High Energy Astrophysical Phenomena,019-124-133-292-858,2,0.0157,
"175-0,0157",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/054-816-203-679-30X/main"">
Scrutinizing right-handed neutrino portal dark matter with Yukawa effect</a><br>
Priyotosh Bandyopadhyay, Eung Jin Chun, Rusa Mandal, <i>et al.</i> <br><br>
Abstract Analyzing the neutrino Yukawa effect in the freeze-out process of a generic dark matter candidate with right-handed neutrino portal, we identify the parameter regions satisfying the observed dark matter relic density as well as the current Fermi-LAT and H.E.S.S. limits and the future CTA reach on gamma-ray signals. In this scenario the dark matter couples to the Higgs boson at one-loop le...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1016/j.physletb.2018.12.003"">10.1016/j.physletb.2018.12.003</a> [<a href=""https://arxiv.org/pdf/1807.05122"">PDF</a>]</div>",,Scrutinizing right-handed neutrino portal dark matter with Yukawa effect,2018-08-26,Physics Letters B,054-816-203-679-30X,2,0.0157,
"176-0,0154",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/009-168-633-232-861/main"">
Diluted equilibrium sterile neutrino dark matter</a><br>
Amol V. Patwardhan, George M. Fuller, Chad T. Kishimoto, <i>et al.</i> <br><br>
Author(s): Patwardhan, AV; Fuller, GM; Kishimoto, CT; Kusenko, A | Abstract: © 2015 American Physical Society. We present a model where sterile neutrinos with rest masses in the range ∼keV to ∼MeV can be the dark matter and be consistent with all laboratory, cosmological, and large-scale structure, as well as x-ray constraints. These sterile neutrinos are assumed to freeze out of thermal and chemi...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.92.103509"">10.1103/physrevd.92.103509</a> [<a href=""https://arxiv.org/pdf/1507.01977"">PDF</a>]</div>",,Diluted equilibrium sterile neutrino dark matter,2018-05-12,Physical Review D,009-168-633-232-861,41,0.0154,
"177-0,0143",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/029-318-192-684-024/main"">
Sterile neutrino dark matter bounds from galaxies of the Local Group</a><br>
Shunsaku Horiuchi, Philip J. Humphrey, Jose Oñorbe, <i>et al.</i> <br><br>
We show that the canonical oscillation-based (nonresonant) production of sterile neutrino dark matter is inconsistent at >99% confidence with observations of galaxies in the Local Group. We set lower limits on the nonresonant sterile neutrino mass of 2.5 keV (equivalent to 0.7 keV thermal mass) using phase-space densities derived for dwarf satellite galaxies of the Milky Way as well as limits of 8...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.89.025017"">10.1103/physrevd.89.025017</a> [<a href=""https://arxiv.org/pdf/1311.0282"">PDF</a>]</div>",,Sterile neutrino dark matter bounds from galaxies of the Local Group,2018-05-12,Physical Review D,029-318-192-684-024,147,0.0143,
"178-0,0138",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/105-230-897-067-286/main"">
Boosted dark matter at neutrino experiments</a><br>
Lina Necib, Jarrett S. Moon, Taritree Wongjirad, <i>et al.</i> <br><br>
Current and future neutrino experiments can be used to discover dark matter, not only in searches for dark matter annihilating to neutrinos, but also in scenarios where dark matter itself scatters off Standard Model particles in the detector. In this work, we study the sensitivity of different neutrino detectors to a class of models called boosted dark matter, in which a subdominant component of a...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.95.075018"">10.1103/physrevd.95.075018</a> [<a href=""https://arxiv.org/abs/1610.03486"">PDF</a>]</div>",,Boosted dark matter at neutrino experiments,2018-05-12,Physical Review D,105-230-897-067-286,13,0.0138,
"179-0,0137",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/003-617-869-511-667/main"">
Neutrino decoupling beyond the Standard Model: CMB constraints on the Dark Matter mass with a fast and precise $N_{\rm eff}$ evaluation</a><br>
Miguel Escudero <br><br>
The number of effective relativistic neutrino species represents a fundamental probe of the thermal history of the early Universe, and as such of the Standard Model of Particle Physics. Traditional approaches to the neutrino decoupling are either very technical and computationally expensive, or assume that neutrinos decouple instantaneously. In this work, we aim to fill the gap between these two a...
<br><br>
[<a href=""https://arxiv.org/abs/1812.05605"">PDF</a>]</div>",,Neutrino decoupling beyond the Standard Model: CMB constraints on the Dark Matter mass with a fast and precise $N_{\rm eff}$ evaluation,2019-01-15,Journal of Cosmology and Astroparticle Physics,003-617-869-511-667,22,0.0137,
"180-0,0135",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/044-646-660-849-894/main"">
Dark Matter Annihilation to Neutrinos: An Updated, Consistent & Compelling Compendium of Constraints</a><br>
Carlos A. Argüelles, Alejandro Diaz, Ali Kheirandish, <i>et al.</i> <br><br>
We place updated constraints on dark matter annihilation into neutrinos, using the most recently available data from neutrino detectors. We consider Galactic and extragalactic signals of $s$, $p$, and $d$-wave annihilation processes directly into neutrino pairs, and furthermore provide projections for next-generation neutrino experiments. Our constraints span dark matter masses from MeV to ZeV, ra...
<br><br>
[<a href=""http://arxiv.org/pdf/1912.09486.pdf"">PDF</a>]</div>",,"Dark Matter Annihilation to Neutrinos: An Updated, Consistent & Compelling Compendium of Constraints",2020-01-11,arXiv: High Energy Physics - Phenomenology,044-646-660-849-894,0,0.0135,
